,target
4207,1373874.1
4208,485628.22
4209,2601239.5
4210,2960149.8
4211,1284953.0
4212,2539003.5
4213,441482.22
4214,6229485.5
4215,318240.53
4216,906431.2
4217,2817808.8
4218,1809672.0
4219,2337671.8
4220,3158264.0
4221,3209585.2
4222,4693881.0
4223,1664530.8
4224,3700765.5
4225,4656510.5
4226,4533300.0
4227,5060855.0
4228,430182.16
4229,1060366.5
4230,1229838.5
4231,3507183.2
4232,556166.25
4233,320611.56
4234,5102451.0
4235,1304207.6
4236,2178081.2
4237,5439283.0
4238,3263150.0
4239,1772053.8
4240,2023497.9
4241,2056759.4
4242,3333507.8
4243,3685500.2
4244,5143534.0
4245,3355534.2
4246,1954554.2
4247,3052170.8
4248,2779122.0
4249,2894196.5
4250,2266021.0
4251,5097611.5
4252,2209070.5
4253,1439074.9
4254,5522790.0
4255,338846.56
4256,1357713.0
4257,1740271.5
4258,1830495.9
4259,3278676.8
4260,3251963.0
4261,901836.56
4262,4254586.5
4263,1711393.6
4264,348475.28
4265,2826395.2
4266,3152104.2
4267,111973.36
4268,6123389.0
4269,2495043.2
4270,441750.62
4271,3929401.2
4272,6035267.0
4273,460405.3
4274,2623049.0
4275,5673891.0
4276,1506416.8
4277,1434037.6
4278,4724299.0
4279,4834756.5
4280,713538.56
4281,2270531.2
4282,4406299.0
4283,2454057.8
4284,197189.88
4285,5850794.5
4286,4359540.5
4287,2678778.2
4288,3478943.8
4289,1520469.6
4290,1288113.5
4291,435174.78
4292,385320.4
4293,5489308.0
4294,1286481.0
4295,989160.8
4296,3319355.2
4297,3982835.0
4298,293179.4
4299,996671.7
4300,3111989.8
4301,3204026.2
4302,3777359.8
4303,1482634.0
4304,399928.4
4305,2619044.5
4306,4399883.5
4307,631337.25
4308,2313334.2
4309,5029740.5
4310,3614462.0
4311,1865531.4
4312,2572923.2
4313,3872746.8
4314,1125819.1
4315,3998503.8
4316,966923.4
4317,1888499.1
4318,742860.44
4319,5812197.0
4320,950911.56
4321,2115114.5
4322,785931.44
4323,4512532.5
4324,3945948.5
4325,2424440.8
4326,1651494.4
4327,2144360.8
4328,2597114.0
4329,2942934.8
4330,4619973.5
4331,1577427.2
4332,1616805.9
4333,1664475.2
4334,908913.25
4335,576662.56
4336,5361375.0
4337,1855924.4
4338,5113318.5
4339,514145.9
4340,899065.2
4341,3386708.5
4342,1382495.2
4343,8119363.0
4344,426420.8
4345,741876.9
4346,3814776.5
4347,1029178.94
4348,3701964.5
4349,3365625.8
4350,3025828.5
4351,1340873.9
4352,3310019.2
4353,718167.5
4354,2416958.8
4355,1745788.4
4356,2210345.5
4357,2647929.8
4358,6685878.5
4359,4378965.0
4360,5078835.0
4361,2612670.0
4362,249061.95
4363,831763.1
4364,1052969.4
4365,1754466.2
4366,1104101.4
4367,998993.5
4368,534910.1
4369,2677995.2
4370,3424457.0
4371,698032.2
4372,2858828.5
4373,4713882.5
4374,3452124.8
4375,1381699.4
4376,775810.6
4377,869604.06
4378,4704549.5
4379,3511679.5
4380,1465688.2
4381,2782734.2
4382,2216418.5
4383,7958963.0
4384,2976033.5
4385,1677727.4
4386,3846301.0
4387,3776037.2
4388,5218466.0
4389,2146579.8
4390,1730502.9
4391,1522213.2
4392,4870367.5
4393,5647792.5
4394,818118.8
4395,3362152.2
4396,1711714.6
4397,2855285.2
4398,782427.1
4399,3943249.0
4400,2052708.9
4401,3108406.5
4402,3391471.2
4403,2891972.0
4404,1998771.0
4405,4315919.0
4406,4148374.0
4407,5782670.0
4408,591926.4
4409,1253751.2
4410,461204.53
4411,1711199.9
4412,1130833.5
4413,682160.7
4414,4810356.0
4415,1793030.4
4416,264810.88
4417,5504968.0
4418,4661585.0
4419,1897851.9
4420,4681901.0
4421,2886618.2
4422,301641.66
4423,2739005.2
4424,629559.25
4425,1707498.8
4426,1452287.2
4427,1744155.8
4428,1497933.1
4429,1862778.2
4430,1988983.6
4431,7498648.5
4432,4485218.0
4433,1677789.0
4434,1522035.6
4435,298368.2
4436,591575.25
4437,4400069.5
4438,4457110.0
4439,4889177.0
4440,4148836.2
4441,1256099.9
4442,1176231.6
4443,3693085.8
4444,1572178.1
4445,2169116.5
4446,3921784.5
4447,3257793.5
4448,486554.88
4449,6033768.5
4450,1838977.9
4451,4871855.0
4452,1378120.0
4453,3014545.8
4454,2573173.8
4455,3975067.0
4456,1406299.6
4457,1196789.8
4458,3246172.8
4459,2428267.0
4460,884634.7
4461,3128197.8
4462,5141943.5
4463,5964891.5
4464,1824408.5
4465,5324438.5
4466,4293636.5
4467,3536819.0
4468,3298187.0
4469,2034675.0
4470,1001149.5
4471,2325111.5
4472,1141471.6
4473,4411057.5
4474,1319519.6
4475,1465076.0
4476,2445277.2
4477,3449020.5
4478,667849.0
4479,2193389.2
4480,1844334.8
4481,4293520.0
4482,3483441.2
4483,1318958.4
4484,1235299.6
4485,2673199.0
4486,1579607.9
4487,463922.06
4488,1963567.9
4489,3781654.8
4490,480547.6
4491,1080730.4
4492,3314913.5
4493,3180150.8
4494,3862783.0
4495,4185560.0
4496,444047.5
4497,1006783.6
4498,1306409.1
4499,4108921.5
4500,1060996.1
4501,2770302.8
4502,936504.4
4503,608034.75
4504,1770036.5
4505,1636250.1
4506,4405530.5
4507,1464476.2
4508,4874489.0
4509,2630055.2
4510,607455.3
4511,762530.56
4512,4690933.0
4513,3773618.0
4514,3982198.2
4515,1236418.1
4516,1511952.2
4517,1818412.2
4518,5321356.5
4519,2037697.6
4520,890483.2
4521,3980213.5
4522,2126505.8
4523,1233960.0
4524,3722537.2
4525,2267256.2
4526,2307943.8
4527,2991650.2
4528,2155310.5
4529,3209422.2
4530,2180095.0
4531,1581347.9
4532,1302246.8
4533,905219.5
4534,1244155.9
4535,1795486.8
4536,1752108.9
4537,4134343.5
4538,500508.12
4539,2950162.0
4540,333760.7
4541,2261149.8
4542,1113976.4
4543,2491659.2
4544,2356942.5
4545,370126.44
4546,2181276.8
4547,3156696.0
4548,1662123.6
4549,3545715.0
4550,2161209.0
4551,2981779.5
4552,2443033.2
4553,5560118.0
4554,3780826.5
4555,2193425.5
4556,4486323.0
4557,639667.9
4558,1490447.8
4559,2024340.1
4560,1427885.6
4561,3724867.8
4562,2614891.2
4563,1354341.9
4564,2063643.8
4565,5002878.5
4566,1274459.5
4567,3584213.2
4568,1956134.2
4569,1356517.6
4570,1257334.6
4571,1283819.2
4572,964189.5
4573,4000482.0
4574,1108205.0
4575,2004548.5
4576,2156855.0
4577,1432783.6
4578,2331979.5
4579,4874329.5
4580,437482.56
4581,1849032.8
4582,649563.44
4583,5879094.5
4584,118069.28
4585,2313710.8
4586,151982.28
4587,1550999.9
4588,1408632.8
4589,3572177.8
4590,1737745.5
4591,3006805.5
4592,1384553.4
4593,2264494.5
4594,2652427.2
4595,6653645.5
4596,1758634.4
4597,2532884.8
4598,356314.66
4599,339914.12
4600,127854.34
4601,665979.44
4602,803100.06
4603,4004019.5
4604,3581157.5
4605,1365758.5
4606,697755.5
4607,1507195.1
4608,1141433.5
4609,813677.0
4610,4532495.0
4611,1156691.5
4612,339577.03
4613,538442.0
4614,1569965.9
4615,6192298.5
4616,1684730.1
4617,774393.4
4618,2145402.2
4619,3642626.2
4620,6080483.5
4621,5288526.0
4622,3366167.8
4623,2798232.8
4624,2778185.2
4625,4010102.8
4626,1754815.4
4627,3486905.2
4628,1922275.8
4629,3126263.5
4630,2939779.8
4631,2819856.0
4632,3504770.2
4633,1838390.9
4634,2495878.2
4635,3277660.8
4636,1349599.2
4637,4225061.5
4638,641848.6
4639,1632329.9
4640,1600648.0
4641,2152440.2
4642,4038121.2
4643,7621354.5
4644,2100782.0
4645,2632215.2
4646,4973614.0
4647,4989797.0
4648,2484001.2
4649,2205431.2
4650,4101002.8
4651,506847.34
4652,4617693.5
4653,550356.5
4654,926825.6
4655,3425397.0
4656,2712112.5
4657,2993179.0
4658,874711.0
4659,2428230.5
4660,2258626.2
4661,2176916.5
4662,573265.6
4663,1088005.2
4664,1325529.4
4665,476485.72
4666,1124422.6
4667,634017.1
4668,826591.2
4669,313967.62
4670,915989.75
4671,818044.1
4672,2099338.2
4673,5343942.0
4674,4806716.5
4675,3163781.5
4676,530805.4
4677,728372.56
4678,2311902.2
4679,2562874.5
4680,3961597.5
4681,4559925.5
4682,500337.62
4683,5567265.5
4684,2699857.0
4685,2110527.2
4686,3113286.2
4687,3505408.5
4688,1759206.5
4689,2575525.0
4690,564934.06
4691,2008265.8
4692,2012357.4
4693,4912017.0
4694,2997353.8
4695,1834861.8
4696,5156080.0
4697,1476153.6
4698,3347733.0
4699,989116.25
4700,556996.4
4701,4519445.5
4702,3185566.0
4703,2664194.0
4704,2170747.8
4705,854627.1
4706,3225750.5
4707,3540878.5
4708,857399.7
4709,1329896.8
4710,3368074.0
4711,1193831.1
4712,3846745.5
4713,1997625.4
4714,3872417.8
4715,1938031.5
4716,6330101.5
4717,5115612.5
4718,278033.06
4719,813286.25
4720,748431.2
4721,838837.4
4722,3573226.2
4723,3082845.0
4724,1790498.0
4725,3271516.2
4726,2442134.8
4727,759017.56
4728,2736275.2
4729,1674451.4
4730,3421708.0
4731,2441482.2
4732,1053116.8
4733,2452771.0
4734,3211689.0
4735,1447944.2
4736,3379268.8
4737,1162480.2
4738,3807168.2
4739,1128414.9
4740,4763279.5
4741,542968.9
4742,3113792.0
4743,3185773.0
4744,7943826.0
4745,5350026.0
4746,5827556.0
4747,1302575.6
4748,828416.25
4749,2076192.0
4750,2476684.5
4751,2688702.0
4752,2225859.5
4753,3225945.0
4754,1541725.1
4755,5735846.0
4756,4213240.0
4757,3253856.5
4758,2234299.0
4759,2095747.5
4760,5307560.0
4761,2043058.2
4762,2752317.8
4763,1352526.4
4764,2879470.2
4765,3554833.0
4766,1259528.8
4767,584557.3
4768,8404184.0
4769,1752677.8
4770,2468486.5
4771,5365295.0
4772,913715.56
4773,2770284.0
4774,1035423.94
4775,454587.75
4776,843539.4
4777,3259698.5
4778,1390995.8
4779,2604657.0
4780,946305.94
4781,1669067.2
4782,2612720.8
4783,1616258.6
4784,2194208.8
4785,180735.39
4786,3799552.0
4787,4860244.5
4788,2243268.5
4789,1828702.4
4790,4529530.0
4791,4131348.2
4792,4033030.2
4793,4775092.0
4794,530389.94
4795,4042714.8
4796,3293256.5
4797,6009848.0
4798,2996640.5
4799,1434442.0
4800,1874593.5
4801,1402304.9
4802,2313302.5
4803,474330.56
4804,2162177.0
4805,6527561.0
4806,1512400.8
4807,3918595.0
4808,2766980.0
4809,2620578.2
4810,1379771.6
4811,1173621.5
4812,1326533.9
4813,1446274.1
4814,1121131.2
4815,5684819.5
4816,2493682.2
4817,218477.84
4818,1440851.2
4819,1727845.0
4820,2264858.0
4821,1840202.8
4822,2309186.5
4823,5086007.5
4824,1165320.8
4825,2098510.5
4826,2758274.5
4827,566055.06
4828,2169590.5
4829,546254.1
4830,1320786.2
4831,1100956.2
4832,3635288.5
4833,1033706.2
4834,2500204.8
4835,6169512.5
4836,1170373.1
4837,891249.3
4838,6161517.0
4839,1996682.8
4840,3986989.2
4841,629121.0
4842,1743546.5
4843,946224.2
4844,6305689.0
4845,2938039.8
4846,2236256.5
4847,1628356.5
4848,4517667.5
4849,983464.94
4850,1894527.4
4851,2118332.0
4852,819303.7
4853,419353.47
4854,5022205.5
4855,949987.25
4856,3411433.2
4857,721350.44
4858,2103029.2
4859,1166925.5
4860,1392676.8
4861,1516079.2
4862,652353.3
4863,1036701.75
4864,1662794.8
4865,3456727.2
4866,587397.8
4867,1917432.0
4868,2807055.5
4869,1327712.6
4870,4865718.0
4871,3785852.2
4872,1151394.4
4873,3282912.8
4874,354040.4
4875,1658935.4
4876,1892873.9
4877,2328141.0
4878,3196303.0
4879,4502235.5
4880,6410189.0
4881,1609383.4
4882,890014.75
4883,3505965.0
4884,1236903.9
4885,2429588.8
4886,2638765.5
4887,196862.27
4888,4305606.0
4889,1360983.8
4890,435539.72
4891,2445701.2
4892,4507706.5
4893,711905.56
4894,2395504.2
4895,2179357.0
4896,1506035.4
4897,3790976.0
4898,1391013.5
4899,4579828.5
4900,861742.7
4901,857323.06
4902,4701026.0
4903,2477692.8
4904,4282093.5
4905,3110001.8
4906,872661.56
4907,1705539.8
4908,1503906.1
4909,2064246.0
4910,347811.53
4911,950020.8
4912,1378606.9
4913,419087.97
4914,1490349.4
4915,2497002.0
4916,818296.25
4917,805886.56
4918,863031.8
4919,2083792.4
4920,3900693.5
4921,1740462.4
4922,4209994.0
4923,415500.44
4924,420065.25
4925,2511461.8
4926,2315411.2
4927,3373604.5
4928,1690488.5
4929,492254.47
4930,1317755.4
4931,1940454.2
4932,2473209.2
4933,1685720.8
4934,815823.56
4935,705270.75
4936,1807689.1
4937,520924.22
4938,2236347.2
4939,3291503.2
4940,151744.06
4941,1015861.6
4942,1150320.9
4943,1900430.9
4944,100012.125
4945,3002264.8
4946,2548227.0
4947,2698396.0
4948,2646417.8
4949,2078806.8
4950,892990.9
4951,1602744.1
4952,284530.5
4953,1556226.6
4954,1785297.0
4955,4411183.5
4956,1189347.5
4957,8581394.0
4958,5693765.0
4959,3471437.8
4960,4091180.2
4961,2208620.0
4962,1602621.2
4963,3122447.0
4964,3994157.2
4965,2751189.5
4966,1232129.2
4967,452016.06
4968,5956445.5
4969,3017092.5
4970,4857325.5
4971,1224422.2
4972,4100968.8
4973,2951869.0
4974,4490014.5
4975,4618903.0
4976,6086322.5
4977,1709896.6
4978,1041288.8
4979,3243641.0
4980,248841.38
4981,1808776.1
4982,2107069.0
4983,1816843.9
4984,3160696.0
4985,4382689.0
4986,842069.6
4987,3886111.5
4988,3015728.0
4989,1610712.1
4990,2032850.4
4991,719876.75
4992,2036112.8
4993,2477988.5
4994,1234171.1
4995,6580387.5
4996,1357645.1
4997,1984228.9
4998,1300799.4
4999,2575510.8
5000,1957281.1
5001,2290359.0
5002,1693866.6
5003,2103573.2
5004,955597.6
5005,1105892.1
5006,2341548.8
5007,374941.16
5008,5676526.0
5009,1352403.1
5010,2012831.5
5011,1027607.7
5012,4508679.5
5013,1693329.1
5014,6610270.0
5015,6672486.5
5016,3553992.0
5017,3964941.0
5018,1351584.8
5019,449148.8
5020,1253457.2
5021,869130.44
5022,446361.3
5023,955251.3
5024,2511607.8
5025,3317495.8
5026,480941.53
5027,2100831.5
5028,2644552.2
5029,1481710.5
5030,3467878.5
5031,1145162.4
5032,2850834.2
5033,2450306.5
5034,4378619.0
5035,4841870.0
5036,3996705.8
5037,1050922.2
5038,2131739.8
5039,1692622.0
5040,2876448.8
5041,903664.8
5042,5977732.5
5043,961610.5
5044,4477991.5
5045,4398230.5
5046,281944.84
5047,1916590.4
5048,2040251.4
5049,2103215.5
5050,775972.8
5051,2603643.2
5052,1636290.9
5053,2719391.2
5054,2022773.9
5055,2004361.2
5056,1631236.5
5057,1873983.5
5058,1813423.6
5059,503153.34
5060,3174537.8
5061,3675795.0
5062,2090186.6
5063,2927291.2
5064,369424.12
5065,2797350.2
5066,735005.7
5067,1136883.6
5068,1761897.2
5069,1926237.6
5070,3145869.5
5071,3329925.0
5072,171771.11
5073,721620.06
5074,438935.97
5075,2766418.8
5076,4780140.5
5077,3853703.2
5078,1557202.6
5079,5506681.0
5080,1479779.6
5081,348106.2
5082,3245656.2
5083,3260196.0
5084,3830292.8
5085,1982025.9
5086,1799408.1
5087,4543637.5
5088,2435411.0
5089,380623.06
5090,1472184.8
5091,1536787.8
5092,1574681.8
5093,5471828.5
5094,6359215.5
5095,5476655.0
5096,859540.56
5097,2722672.8
5098,7157338.0
5099,901820.75
5100,3398164.0
5101,4608476.0
5102,1786964.9
5103,3605797.2
5104,1286770.0
5105,328462.22
5106,901623.25
5107,2103596.8
5108,4652903.0
5109,1742401.9
5110,5968403.5
5111,2628593.5
5112,2332328.8
5113,2458551.2
5114,1048444.94
5115,2895014.0
5116,4884967.0
5117,887407.8
5118,1194424.5
5119,4144661.2
5120,1263919.2
5121,2056026.8
5122,6236232.5
5123,528416.2
5124,3376871.2
5125,1208454.2
5126,2185143.2
5127,1167392.5
5128,955712.6
5129,3450409.2
5130,4632631.0
5131,4139210.5
5132,2163565.2
5133,2860289.0
5134,4630180.5
5135,2389719.8
5136,1811271.5
5137,2677788.2
5138,1207634.2
5139,3537270.8
5140,1292532.8
5141,2874520.2
5142,2288317.8
5143,965769.06
5144,5365742.5
5145,1384640.4
5146,2233242.5
5147,948615.8
5148,921609.06
5149,569221.94
5150,5121165.5
5151,1972956.6
5152,2923860.0
5153,977969.7
5154,3935646.2
5155,837045.06
5156,2636432.2
5157,2308904.8
5158,1852420.8
5159,1649060.0
5160,2384694.2
5161,2346106.2
5162,7699679.0
5163,1031322.5
5164,2914233.0
5165,3654196.0
5166,1308740.1
5167,2636404.0
5168,1777900.0
5169,4744425.0
5170,933686.2
5171,1179317.0
5172,1670037.4
5173,562960.75
5174,4193174.0
5175,1653792.8
5176,2003320.2
5177,2694850.8
5178,1433929.5
5179,1716083.1
5180,566561.06
5181,3210181.0
5182,3727725.2
5183,3790190.5
5184,1393592.0
5185,2666553.8
5186,1151310.0
5187,1935624.2
5188,1745665.4
5189,792664.5
5190,797720.0
5191,5068443.5
5192,188682.92
5193,328508.03
5194,2065412.4
5195,2885954.0
5196,593183.94
5197,1040309.6
5198,2611036.2
5199,4711962.5
5200,3866016.8
5201,1881052.8
5202,5475210.5
5203,644875.8
5204,3312029.5
5205,1952441.4
5206,1106950.8
5207,4234077.5
5208,2351186.2
5209,1648011.1
5210,523208.97
5211,8773762.0
5212,2967234.2
5213,756275.6
5214,5103330.0
5215,3418261.0
5216,1320786.2
5217,3117974.2
5218,4071907.2
5219,3795465.8
5220,5450143.0
5221,3432751.0
5222,1889331.0
5223,2676186.5
5224,1485439.4
5225,2817405.8
5226,713745.06
5227,4153832.8
5228,1444275.8
5229,688095.56
5230,4168652.5
5231,1657397.2
5232,1698764.6
5233,1220094.4
5234,1950657.0
5235,882527.1
5236,965817.2
5237,1540622.4
5238,3951542.8
5239,2448719.5
5240,359929.8
5241,1440132.1
5242,4080332.8
5243,3454992.5
5244,891969.44
5245,1251361.1
5246,502909.16
5247,1990772.8
5248,5740682.0
5249,249107.77
5250,7067864.5
5251,3826912.2
5252,3672811.2
5253,302487.6
5254,877387.25
5255,1228477.8
5256,2667292.8
5257,2966981.8
5258,1898512.2
5259,1478385.6
5260,3970281.8
5261,706326.94
5262,1155511.6
5263,2247771.0
5264,2309232.2
5265,466683.84
5266,2939722.5
5267,6187523.5
5268,1623264.6
5269,2942552.8
5270,5610649.0
5271,918176.4
5272,1468162.5
5273,1459973.0
5274,5383287.5
5275,3438961.0
5276,1168173.8
5277,2838367.2
5278,648310.8
5279,4295230.0
5280,1352942.1
5281,1659366.2
5282,1107805.8
5283,3863606.5
5284,1573837.8
5285,1231016.5
5286,2114096.8
5287,4545949.0
5288,4211188.5
5289,1804326.6
5290,610468.25
5291,6872984.0
5292,1775777.0
5293,615210.2
5294,827060.25
5295,265954.9
5296,1763972.9
5297,1641460.2
5298,2223530.5
5299,668842.0
5300,4419087.0
5301,1184712.6
5302,128360.03
5303,981651.56
5304,750232.75
5305,962110.44
5306,336920.2
5307,1981811.2
5308,1875830.4
5309,5626309.0
5310,2639900.2
5311,795135.25
5312,556391.1
5313,6185577.0
5314,3873518.5
5315,5456082.0
5316,2544154.5
5317,2616608.2
5318,1576129.5
5319,1966764.8
5320,3532045.8
5321,256500.55
5322,4289011.0
5323,6449992.5
5324,1638471.8
5325,3911471.5
5326,7113986.5
5327,4679366.0
5328,1229073.9
5329,4539460.0
5330,3702757.0
5331,661525.75
5332,533946.8
5333,3161248.8
5334,3444060.2
5335,1436950.6
5336,1639041.5
5337,485086.72
5338,5152455.0
5339,2319367.8
5340,1862935.2
5341,381475.22
5342,2260895.5
5343,4956380.5
5344,3045366.8
5345,3154244.5
5346,3832473.0
5347,4618058.0
5348,1654905.6
5349,3527211.2
5350,1870542.2
5351,628551.6
5352,3217718.2
5353,3999685.0
5354,1892410.9
5355,1246070.2
5356,898692.1
5357,871299.6
5358,1141398.4
5359,1869887.4
5360,3823189.0
5361,4618070.0
5362,994874.6
5363,6572028.0
5364,2348032.0
5365,4766635.5
5366,1487635.2
5367,2299541.0
5368,2764365.5
5369,2337494.8
5370,1558138.4
5371,2848812.2
5372,1358876.9
5373,3455014.8
5374,1276329.9
5375,1666424.9
5376,5279907.5
5377,3272257.2
5378,2350463.2
5379,2356730.5
5380,4128701.0
5381,5547058.5
5382,2865215.8
5383,2931276.5
5384,3829473.2
5385,2362405.0
5386,1432651.0
5387,3101787.2
5388,1096282.8
5389,3868742.5
5390,4529849.0
5391,1334080.6
5392,951265.4
5393,1513009.4
5394,900320.9
5395,1323020.0
5396,1015938.5
5397,383874.94
5398,4733544.5
5399,2988569.5
5400,1512940.8
5401,2541762.5
5402,6195315.0
5403,1335100.4
5404,999275.06
5405,4905352.5
5406,2587427.5
5407,1100972.0
5408,4898980.0
5409,4795814.5
5410,4729733.5
5411,708052.0
5412,629478.3
5413,5221745.5
5414,5132735.0
5415,1989563.0
5416,2601122.5
5417,2346250.5
5418,4673551.0
5419,1633124.9
5420,2334965.0
5421,3432104.0
5422,3597000.8
5423,4381468.5
5424,1629277.1
5425,3430559.5
5426,850377.25
5427,3231831.0
5428,7809021.0
5429,1078071.8
5430,5563028.5
5431,3117731.2
5432,4063066.8
5433,8804046.0
5434,1557103.2
5435,1674293.2
5436,575986.94
5437,1449835.6
5438,2045913.6
5439,719086.56
5440,3719866.2
5441,5374742.0
5442,2248609.2
5443,4035265.5
5444,2014983.1
5445,841667.7
5446,1571400.5
5447,4939866.5
5448,1561550.2
5449,697550.0
5450,1148578.8
5451,3213508.2
5452,6029281.0
5453,4895508.5
5454,3250502.2
5455,1346613.4
5456,2639389.5
5457,4458204.5
5458,275652.2
5459,3636717.2
5460,1920046.4
5461,913472.7
5462,2502637.0
5463,3892316.0
5464,2170405.0
5465,2474104.2
5466,7397837.5
5467,1684469.1
5468,1624464.0
5469,2066354.9
5470,6773158.5
5471,1554539.6
5472,2589341.5
5473,3733326.8
5474,5961267.0
5475,4332579.5
5476,1441390.6
5477,3495424.8
5478,2910158.5
5479,641113.9
5480,1906632.4
5481,1372261.1
5482,1179755.2
5483,1581622.2
5484,1324118.1
5485,2989655.2
5486,2052917.4
5487,3954894.8
5488,3120193.0
5489,1241904.0
5490,3045816.2
5491,5457846.0
5492,3408401.5
5493,2501226.5
5494,2888215.8
5495,738022.5
5496,1661290.1
5497,3020369.0
5498,2394449.2
5499,1721658.5
5500,961834.6
5501,1535681.1
5502,1928020.1
5503,2144775.2
5504,4361282.5
5505,4424554.0
5506,1016130.1
5507,3900510.8
5508,2524014.8
5509,918772.25
5510,5306047.5
5511,3567647.2
5512,2581726.8
5513,1826576.6
5514,1943085.4
5515,4244390.0
5516,969002.0
5517,1800779.5
5518,3546676.8
5519,1472358.1
5520,1081086.1
5521,1768633.8
5522,4750379.0
5523,1611556.5
5524,4393079.0
5525,2415587.0
5526,5136196.5
5527,2138511.0
5528,4758934.5
5529,2652394.8
5530,4715795.0
5531,207324.31
5532,5376534.5
5533,2391760.5
5534,406278.9
5535,2188633.0
5536,4336354.0
5537,858641.44
5538,1926606.1
5539,6564876.0
5540,3273874.0
5541,4080314.8
5542,2083239.1
5543,2822959.8
5544,5473593.0
5545,1198282.0
5546,873883.6
5547,364067.78
5548,1056112.4
5549,5774140.0
5550,613742.75
5551,712721.4
5552,399266.88
5553,1161013.0
5554,5793554.5
5555,3349065.0
5556,768204.1
5557,1914439.9
5558,599722.3
5559,1559378.2
5560,446789.78
5561,3529709.8
5562,2935286.8
5563,4237969.5
5564,1013502.6
5565,2071137.9
5566,1900915.0
5567,2428897.2
5568,5829111.5
5569,3147266.8
5570,252268.22
5571,5665407.5
5572,4099335.0
5573,822532.75
5574,1345702.6
5575,4053941.5
5576,4356362.5
5577,3994832.2
5578,548216.3
5579,4706292.0
5580,976269.06
5581,4882161.5
5582,6305599.0
5583,1222167.5
5584,2066710.8
5585,1005331.75
5586,2971062.0
5587,1388544.4
5588,2027000.8
5589,3625928.2
5590,5104727.5
5591,1916934.2
5592,4695405.0
5593,3060076.0
5594,5703961.5
5595,2417695.5
5596,1539838.1
5597,1524648.4
5598,2112767.0
5599,2237133.5
5600,3085507.2
5601,1499677.6
5602,974517.56
5603,2105496.8
5604,5873412.0
5605,4733552.5
5606,4931572.5
5607,5611481.5
5608,1074498.1
5609,3666533.5
5610,4587483.0
5611,6800893.5
5612,2304921.2
5613,4095213.2
5614,6061111.0
5615,3350140.2
5616,3797571.2
5617,2415564.8
5618,1905108.2
5619,3157612.2
5620,2408055.2
5621,2811124.0
5622,547891.3
5623,6774279.0
5624,512356.53
5625,574749.75
5626,1739910.9
5627,3919800.5
5628,2043710.1
5629,2750017.8
5630,455222.16
5631,2177479.2
5632,3572910.8
5633,1512235.5
5634,1090061.4
5635,1226319.2
5636,625155.06
5637,4607272.5
5638,3011843.2
5639,1661568.1
5640,5679071.5
5641,1974973.1
5642,1407655.8
5643,2818646.5
5644,725684.25
5645,1216094.8
5646,3914556.8
5647,517184.25
5648,3950842.0
5649,727193.4
5650,1985180.6
5651,7753146.0
5652,1690920.1
5653,864049.9
5654,2321622.2
5655,1349593.6
5656,463597.7
5657,2874906.2
5658,6895321.5
5659,1626725.6
5660,855041.7
5661,5940501.0
5662,3839092.0
5663,3895957.2
5664,228086.23
5665,3129550.0
5666,1331319.6
5667,1207927.2
5668,1757399.0
5669,704436.56
5670,548531.5
5671,1527854.5
5672,793910.2
5673,1762700.2
5674,2238986.5
5675,4856374.5
5676,1457381.4
5677,663552.0
5678,2367610.2
5679,3668465.5
5680,5993636.0
5681,248586.62
5682,2520026.8
5683,1809390.6
5684,1465825.6
5685,2223594.5
5686,3475383.5
5687,1368187.1
5688,1729120.5
5689,2195159.8
5690,4380284.5
5691,504688.16
5692,2298679.2
5693,1271068.2
5694,2587211.5
5695,1586518.1
5696,941597.3
5697,1715704.6
5698,3073754.8
5699,2403515.8
5700,4638038.0
5701,1937823.9
5702,1318724.8
5703,4265008.0
5704,1950415.2
5705,2843731.2
5706,2113520.8
5707,4949120.5
5708,3934335.8
5709,4230626.0
5710,2361493.8
5711,2249990.0
5712,766599.2
5713,737612.8
5714,1491264.9
5715,2563368.8
5716,463430.3
5717,352663.97
5718,3816748.0
5719,3553287.5
5720,614212.94
5721,618582.1
5722,4091148.5
5723,3075830.8
5724,675785.25
5725,2385143.8
5726,5077006.0
5727,2439545.2
5728,2610945.2
5729,1127613.5
5730,1618436.4
5731,4931629.5
5732,214954.95
5733,862341.94
5734,829376.0
5735,702357.5
5736,1870098.5
5737,594250.2
5738,4265874.5
5739,2147539.5
5740,2931469.0
5741,1496859.9
5742,1748732.1
5743,753727.7
5744,2246364.5
5745,1522896.4
5746,2761531.2
5747,398839.6
5748,899528.94
5749,3589261.8
5750,1257392.5
5751,1107550.6
5752,3595274.2
5753,388530.28
5754,1199783.4
5755,4179124.5
5756,1119975.8
5757,2917233.0
5758,3991701.0
5759,526342.5
5760,5711786.5
5761,4242872.0
5762,961170.7
5763,1323094.1
5764,5261784.5
5765,2526456.0
5766,4308085.5
5767,3514626.5
5768,2742575.2
5769,3417926.2
5770,4139957.0
5771,3810697.8
5772,1887289.0
5773,5756145.0
5774,1223696.8
5775,3344952.5
5776,1787624.4
5777,688129.7
5778,1352942.1
5779,5049973.5
5780,910428.56
5781,2470202.8
5782,3360483.0
5783,3797290.2
5784,3370806.8
5785,1229821.9
5786,3680500.2
5787,679834.7
5788,476352.8
5789,3737122.0
5790,708687.5
5791,323945.34
5792,2564870.8
5793,578819.56
5794,4705069.0
5795,542022.6
5796,3301186.5
